,ID,Name,Alias,Gender,Hair Color,Love Rank,Hate Rank,Eye color,Birthday,Blood Type,Tags,Love Count,Hate Count,Description,url,anime
521,521,Bellamy,Bellamy The Hyena,Male,Blonde,6.252,357.0,Brown,August 7,Unknown,"Adults, Big Ego, No Eyebrows, Pirates, Sailors, Scars, Superpowers, Tattoos",375.0,952,"Bellamy is a particularly arrogant man and captain of his own pirate crew. He wields the power of the Spring Spring fruit, which allows him to transform his legs into springs.",https://www.anime-planet.com/characters/bellamy,One Piece
522,522,Lero,Unknown,Unknown,Unknown,3.113,3.047,Unknown,Unknown,Unknown,"Immortal, Inanimate Objects",779.0,168,"Lero is the Millennium Earl ’s talking umbrella, which often adds its name onto the end of each sentence. It is a particular favourite of Road , who often takes it without the knowledge of the Earl, and while lero often scolds Road for her actions, it is usually to little avail.",https://www.anime-planet.com/characters/lero,D.Gray-man
523,523,Jasdero,Unknown,Male,Blonde,5.515,1.789,Yellow,December 21,Unknown,"Bandages, Gunslingers, Immortal, Twins",433.0,269,"Jasdero alongside David is one half of Jasdevi, who represents the Bonds of Noah. Jasdero likes to have fun and is fairly childish at times. Like David, Jasdero has the ability to shoot bullets that materialise into any form that he so desires.",https://www.anime-planet.com/characters/jasdero,D.Gray-man
524,524,Zarame,Unknown,Male,Red,6.941,30.841,Unknown,Unknown,Unknown,"Shinigami, Bandages, Agents of the Afterlife",331.0,9,Unknown,https://www.anime-planet.com/characters/zarame,Zombie-Loan
526,526,Kurodo AKABANE,Dr. Jackal,Male,Black,4.867,18.784,Unknown,Unknown,Unknown,"Adults, Hats, Sadistic, Knife Fighters",497.0,20,Unknown,https://www.anime-planet.com/characters/kurodo-akabane,Get Backers
527,527,Ban MIDOU,Unknown,Male,Brown,3.284,24.717,Unknown,Unknown,Unknown,"Smokers, Sunglasses, Combat Illusionists",742.0,13,Unknown,https://www.anime-planet.com/characters/ban-midou,Get Backers
534,534,David,Unknown,Male,Black,3.776,2.628,Black,December 21,Unknown,"Gunslingers, Hot-Headed, Immortal, Sadistic, Twins",651.0,193,David is one half of Jasdevi alongside Jasdero and represents the Bonds of Noah. He has a fairly rough personality and is normally the first to pick a fight. David shares the same ability as Jasdero and can materialise bullets into any form he wants.,https://www.anime-planet.com/characters/david,D.Gray-man
541,541,Danzo SHIMURA,Unknown,Male,Black,3.632,5.0,Unknown,January 6,AB,"Scars, Ninja, Elderly, Beastmasters, Bandages",674.0,11.232,"Danzou is the leader of ‘Root’ – ANBU’s unofficial faction. He is an extremely ambitious man who is intent on become the Hokage and has spent many years planning a way to achieve his goal. Though he appears to be quite cold and callous he does have a strong sense of justice and honour, and would like to bring peace to the ninja world.",https://www.anime-planet.com/characters/danzou-shimura,Naruto Shippuden
544,544,Gin,Unknown,Male,Black,4.822,2.205,Unknown,April 7,Unknown,"Adults, Facial Hair, Headbands, Pirates, Sailors",502.0,224,"Gin is one of Don Krieg ’s pirate crew, and his right hand man. Like the rest of the crew, Gin is incredibly loyal to Krieg, mostly due to his immense fear of his captain. He will follow orders without question, no matter how cruel, however he does have a sense of gratitude and what’s right and wrong.",https://www.anime-planet.com/characters/gin-one-piece,Hungry Days x Bump of Chicken: Kinen Satsuei
552,552,Inga,Unknown,Unknown,White,2.968,17.747,Unknown,Unknown,Unknown,"Demons, Blinding Bangs, Shapeshifters, Animal Hoods",819.0,22,Unknown,https://www.anime-planet.com/characters/inga,Un-Go
555,555,Motochika CHOSOKABE,The Ogre of the Western Sea,Male,White,7.436,30.879,Unknown,Unknown,Unknown,"Adults, Eye Patches, Historical Figures, Military, Pirates, Samurai",304.0,9,Unknown,https://www.anime-planet.com/characters/motochika-chosokabe,Gakuen Basara: Samurai High School
557,557,Nina DRANGO,Unknown,Female,Pink,6.625,8.14,Unknown,Unknown,Unknown,"Headbands, Shapeshifters, Teenagers, Dragons, Half-Breeds",351.0,61,Unknown,https://www.anime-planet.com/characters/nina-drango,Rage of Bahamut: Virgin Soul
567,567,Neuro NOUGAMI,Unknown,Male,Multicolored,3.181,10.363,Unknown,Unknown,Unknown,"Demons, Detectives, Sadistic",763.0,45,Unknown,https://www.anime-planet.com/characters/neuro-nougami,Assassination Classroom
584,584,Gene STARWIND,Unknown,Male,Red,2.943,22.696,Unknown,Unknown,Unknown,"Tattoos, Scars, Piercings, Flirts, Adults, Gunslingers",823.0,15,Unknown,https://www.anime-planet.com/characters/gene-starwind,Outlaw Star
585,585,Maromi,Unknown,Female,Unknown,6.963,5.832,Unknown,Unknown,Unknown,Dogs,330.0,88,Unknown,https://www.anime-planet.com/characters/maromi,Paranoia Agent
587,587,Rein KASHIWAGI,The Analyst,Female,Black,5.457,32.205,Unknown,Unknown,Unknown,"Analytical, Information Brokers, Middle School Students, Moles, Superpowers, Teenagers",440.0,9,Unknown,https://www.anime-planet.com/characters/rein-kashiwagi,Darwin's Game
591,591,Fino BLOODSTONE,Unknown,Female,White,2.796,26.542,Unknown,Unknown,Unknown,"Teenagers, Snaggleteeth, Rosy Cheeks, Ponytail, Pointy Ears, Part Time Employees, Demons, Chokers",866.0,12,Unknown,https://www.anime-planet.com/characters/fino-bloodstone,"I Couldn't Become a Hero, So I Reluctantly Decided to Get a Job."
595,595,Ergo Proxy,Unknown,Male,Black,2.449,10.548,Unknown,Unknown,Unknown,"Immortal, Masks",978.0,44,"A mysterious being of strange power, Ergo Proxy seems to have an agenda that involves Re'l Mayer. Not afraid to use violence and murder to get what he wants, he vanishes as quickly as he appears into someone's life.",https://www.anime-planet.com/characters/ergo-proxy,Ergo Proxy
597,597,Safu,Unknown,Female,Black,6.348,678.0,Unknown,Unknown,Unknown,Teenagers,369.0,591,Unknown,https://www.anime-planet.com/characters/safu-no6,No. 6
600,600,Tatsumi SAIGA,Unknown,Male,Black,6.451,38.597,Unknown,Unknown,Unknown,"Adults, Facial Hair, Photographers, Smokers, Scars, Superpowers",362.0,6,Unknown,https://www.anime-planet.com/characters/tatsumi-saiga,Speed Grapher
605,605,Kon,Unknown,Female,Blonde,6.431,18.741,Purple,November 1,Unknown,"Elemental Powers, Fire Powers, Kitsune, Youkai, Animal Ears, Teenagers, Pigtails",364.0,21,Unknown,https://www.anime-planet.com/characters/kon-kemono-jihen,Kemono Jihen
609,609,Judy,Unknown,Female,Blonde,5.996,7.141,Unknown,Unknown,Unknown,"Adults, Bandanas, Comic Relief, Hats, Reporters, Scantily-clad",395.0,70,Unknown,https://www.anime-planet.com/characters/judy,Cowboy Bebop
615,615,Fenneko,Unknown,Female,Multicolored,2.695,23.376,Unknown,Unknown,Unknown,"Animals, Anthropomorphic, Foxes, Salaryman",894.0,15,Unknown,https://www.anime-planet.com/characters/fenneko,Aggretsuko
621,621,Kuraudo OISHI,Unknown,Male,Grey,2.813,885.0,Green,"November 15, 1923",Unknown,"Adults, Detectives, Overweight, Police, Smokers",862.0,478,Unknown,https://www.anime-planet.com/characters/kuraudo-oishi,Higurashi no Naku Koro ni Kira
623,623,Yoshihisa MANABE,Unknown,Male,Brown,2.744,11.036,Unknown,Unknown,Unknown,"Airheads, Eternal Optimists, High School Students, Perverted, Teenagers",880.0,42,Unknown,https://www.anime-planet.com/characters/yoshihisa-manabe,Kotoura-san: Haruka no Heya
624,624,Roger SMITH,Unknown,Male,Black,6.838,27.504,Unknown,Unknown,Unknown,"Adults, Epic Eyebrows, Mecha Pilots, Wealthy",337.0,11,Unknown,https://www.anime-planet.com/characters/roger-smith,The Big O
630,630,Yoshio HANAMORI,Unknown,Male,Black,5.173,33.264,Unknown,Unknown,Unknown,"Adults, Butlers",466.0,8,Unknown,https://www.anime-planet.com/characters/yoshio-hanamori,Kuragehime Specials
631,631,Stella,Unknown,Female,Blonde,5.947,3.073,Unknown,Unknown,Unknown,"Children, Foreigners, Orphans, Pigtails",398.0,167,Unknown,https://www.anime-planet.com/characters/stella-arakawa-under-the-bridge,Arakawa Under the Bridge
632,632,Hitomi KASHIWA,Unknown,Female,Black,4.614,1.932,Unknown,Unknown,Unknown,Adults,528.0,254,Unknown,https://www.anime-planet.com/characters/hitomi-kashiwa,Welcome to the NHK!
634,634,Shannon CASULL,Unknown,Male,Black,6.377,42.399,Unknown,Unknown,Unknown,"Adults, Sword Fighters, Travelers, Warriors",367.0,5,Unknown,https://www.anime-planet.com/characters/shannon-casull,Scrapped Princess
641,641,Kanta,Unknown,Male,Black,4.372,6.888,Unknown,Unknown,Unknown,"Children, Hats",560.0,73,Unknown,https://www.anime-planet.com/characters/kanta,My Neighbor Totoro
643,643,Maria,Unknown,Female,Pink,3.195,6.328,Unknown,Unknown,Unknown,"Adults, Bandanas, Farmers, Sadistic",760.0,81,Unknown,https://www.anime-planet.com/characters/maria-arakawa-under-the-bridge,Arakawa Under the Bridge
644,644,Ordinary Person,Swindler,Female,Multicolored,5.312,12.849,Pink,Unknown,Unknown,"Adults, Moles",453.0,35,Unknown,https://www.anime-planet.com/characters/ordinary-person,Akudama Drive
654,654,The Laughing Man,Laughing Man,Unknown,Unknown,4.495,13.205,Unknown,Unknown,Unknown,"Hackers, Mischievous",543.0,33,Unknown,https://www.anime-planet.com/characters/the-laughing-man,Ghost in the Shell: Stand Alone Complex
657,657,R. Dorothy WAYNERIGHT,Unknown,Female,Red,5.469,27.505,Unknown,Unknown,Unknown,"Stoic, Robots, Musicians, Headbands, Androids, Pianists",438.0,11,Unknown,https://www.anime-planet.com/characters/r-dorothy-wayneright,The Big O
665,665,Scarlet,Unknown,Female,Red,7.164,19.105,Unknown,Unknown,Unknown,"Glasses, Adults",321.0,20,Unknown,https://www.anime-planet.com/characters/scarlet-space-dandy,Space Dandy
670,670,Death Gun,Unknown,Unknown,Unknown,4.789,381.0,Unknown,Unknown,Unknown,"Bandages, Capes, Gunslingers, Masks, Video Gamers",507.0,911,Unknown,https://www.anime-planet.com/characters/death-gun,Sword Art Online: Alicization - War of Underworld: Part II
674,674,Kouki's Mother,Unknown,Female,Black,2.69,27.751,Unknown,Unknown,Unknown,"Adults, Single Parents",897.0,11,Unknown,https://www.anime-planet.com/characters/koukis-mother,Bunny Drop
676,676,Miyo TAKANO,Unknown,Female,Blonde,2.912,241.0,Unknown,Unknown,Unknown,"Nurses, Adults",833.0,1.313,Unknown,https://www.anime-planet.com/characters/miyo-takano,Higurashi no Naku Koro ni Kira
679,679,Shuka KARINO,Undefeated Queen,Female,Blonde,4.152,15.517,Unknown,Unknown,Unknown,"Braids, Pigtails, Superpowers, Teenagers",593.0,27,Unknown,https://www.anime-planet.com/characters/shuka-karino,Darwin's Game
696,696,Mayaya,Unknown,Female,Brown,6.307,3.189,Unknown,Unknown,Unknown,"Adults, Otaku, Ponytail",372.0,161,Unknown,https://www.anime-planet.com/characters/mayaya,Kuragehime: Soreike! Amars Tankentai
701,701,Dandy,Unknown,Male,Black,2.492,14.636,Unknown,Unknown,Unknown,"Travelers, Scars, Poor, Pompadours, Perverted, Flirts, Big Eaters, Adults",964.0,29,Unknown,https://www.anime-planet.com/characters/dandy-space-dandy,Space Dandy
710,710,Melfina,Unknown,Female,Black,4.333,24.784,Unknown,Unknown,Unknown,"Androids, Robots",564.0,13,Unknown,https://www.anime-planet.com/characters/melfina,Outlaw Star
725,725,Shou TUCKER,The Sewing-Life Alchemist,Male,Brown,5.46,1.0,Unknown,Unknown,Unknown,"Single Parents, Scientists, Glasses, Alchemists, Adults",439.0,18.651,Unknown,https://www.anime-planet.com/characters/shou-tucker,Fullmetal Alchemist
726,726,Lecia IVYRED,Rishia IVYRED,Female,Green,6.795,17.377,Unknown,Unknown,Unknown,"Armor, Braids, Hair Ribbons, Magic Users, Nobility, Pigtails, Teenagers",340.0,23,Unknown,https://www.anime-planet.com/characters/lecia-ivyred,The Rising of the Shield Hero
731,731,Huang,Kiyoshi KUNO,Male,Brown,3.38,1.277,Unknown,Unknown,Unknown,"Adults, Balding, Facial Hair, Hats, Smokers",722.0,355,Unknown,https://www.anime-planet.com/characters/huang,Darker than Black
733,733,Angie,Unknown,Female,Grey,7.254,52.004,Unknown,Unknown,Unknown,"Glasses, High School Students, Spies, Teenagers",316.0,4,Unknown,https://www.anime-planet.com/characters/angie-princess-principal,Princess Principal
737,737,Kureo MADO,Unknown,Male,White,2.539,42.0,Grey,January 24,A,"Detectives, Police, Sadistic, Unconventional Weapon",947.0,3.766,Unknown,https://www.anime-planet.com/characters/kureo-mado,Tokyo Ghoul
740,740,QT,Unknown,Unknown,Unknown,4.521,20.473,Unknown,Unknown,Unknown,"Poor, Robots, Travelers",540.0,18,Unknown,https://www.anime-planet.com/characters/qt-space-dandy,Space Dandy
749,749,Andy VON DE ONIYATE,"Cowboy Andy, Wyatt Earp",Male,Blonde,7.222,1.621,Unknown,Unknown,Unknown,"Adults, Bounty Hunters, Big Ego, Hats",317.0,294,Unknown,https://www.anime-planet.com/characters/andy-von-de-oniyate,Cowboy Bebop
750,750,Freddie,Unknown,Male,Brown,4.439,30.772,Unknown,Unknown,Unknown,"Delinquents, Facial Hair, High School Students, Muscular, Adults, Parody Characters",550.0,9,Unknown,https://www.anime-planet.com/characters/freddie,Cromartie High School
751,751,Meow,"Me#$%*, Mew, Mii",Male,Multicolored,4.238,13.948,Unknown,Unknown,Unknown,"Aliens, Big Eaters, Hats, Perverted, Poor, Tails, Travelers",580.0,31,Unknown,https://www.anime-planet.com/characters/meow-space-dandy,Space Dandy
756,756,Marulk,Unknown,Male,Blue,3.807,32.275,Blue,Unknown,Unknown,"Rosy Cheeks, Orphans, Maids, Headbands, Crossdressers, Children",646.0,9,Ozen 's apprentice. Marulk is a young Blue Whistle who lives with Ozen in the seeker camp located in the Abyss's second layer.,https://www.anime-planet.com/characters/marulk,Made in Abyss
760,760,Mina CAROLINA,Unknown,Female,Black,3.733,7.28,Black,March 24,Unknown,"Military, Pigtails, Sword Fighters",657.0,69,Unknown,https://www.anime-planet.com/characters/mina-carolina,Attack on Titan
761,761,Slave Trader,Beloukas,Male,Unknown,6.92,5.319,Unknown,Unknown,Unknown,"Small Stature, Overweight, Canes, Merchants, Hats, Facial Hair, Glasses, Monster Tamers",333.0,98,Unknown,https://www.anime-planet.com/characters/slave-trader,The Rising of the Shield Hero
766,766,Manami's Grandfather,Unknown,Male,Grey,4.946,12.672,Unknown,Unknown,Unknown,Elderly,488.0,35,Unknown,https://www.anime-planet.com/characters/manamis-grandfather,Oreimo
768,768,Jirou TOMITAKE,Unknown,Male,Brown,3.333,2.406,Unknown,Unknown,Unknown,"Adults, Glasses, Hats, Muscular, Photographers",732.0,208,Unknown,https://www.anime-planet.com/characters/jirou-tomitake,Higurashi no Naku Koro ni Kira
772,772,Kamado UESHITA,Eighth,Female,Black,3.933,487.0,Green,Unknown,Unknown,"Adults, Hats, Overweight, Rosy Cheeks",625.0,763,Unknown,https://www.anime-planet.com/characters/kamado-ueshita,Future Diary
784,784,Rei,Unknown,Unknown,Multicolored,5.228,2.748,Unknown,Unknown,Unknown,"Animals, Birds",460.0,184,Unknown,https://www.anime-planet.com/characters/rei-another,Another
785,785,Hermes,Unknown,Unknown,Unknown,3.929,20.858,Unknown,Unknown,Unknown,Inanimate Objects,625.0,17,Unknown,https://www.anime-planet.com/characters/hermes,Dengeki Bunko 2007 Movie Festival Special
787,787,Jouji SAIGA,Unknown,Male,Black,2.947,14.999,Unknown,Unknown,Unknown,"Glasses, Facial Hair, Adults",822.0,28,Unknown,https://www.anime-planet.com/characters/jouji-saiga,Psycho-Pass
789,789,Chieko,Unknown,Female,Black,6.945,10.982,Unknown,Unknown,Unknown,"Adults, Glasses, Ponytail",331.0,42,Unknown,https://www.anime-planet.com/characters/chieko,Kuragehime: Soreike! Amars Tankentai
791,791,Amatsuyu KISARAGI,"Joro, Slipper Man",Male,Black,6.504,17.425,Unknown,Unknown,Unknown,"Analytical, High School Students, Perverted, Student Council, Teenagers",359.0,23,Unknown,https://www.anime-planet.com/characters/amatsuyu-kisaragi,ORESUKI: Are you the only one who loves me?
793,793,Shonen Bat,Lil' Slugger,Male,Brown,5.103,8.047,Unknown,Unknown,Unknown,Hats,473.0,61,Unknown,https://www.anime-planet.com/characters/shonen-bat,Paranoia Agent
796,796,Tomohiko KAZAMI,Unknown,Male,Blue,4.826,384.0,Purple,"June 6, 1983",Unknown,"Class Representatives, Glasses, Middle School Students, Teenagers",502.0,906,Unknown,https://www.anime-planet.com/characters/tomohiko-kazami,Another
806,806,Cagalli Yula ATHHA,Unknown,Female,Blonde,3.954,6.102,Unknown,Unknown,Unknown,"Hot-Headed, Mecha Pilots, Teenagers, Tomboys",621.0,84,Unknown,https://www.anime-planet.com/characters/cagalli-yula-athha,Mobile Suit Gundam SEED
809,809,Murrue RAMIUS,Unknown,Female,Brown,6.356,20.857,Unknown,Unknown,Unknown,"Adults, Military",368.0,17,Unknown,https://www.anime-planet.com/characters/murrue-ramius,Mobile Suit Gundam SEED
811,811,Ryoko SAKURAI,Unknown,Female,Brown,7.401,20.879,Unknown,Unknown,Unknown,"Adults, Glasses, School Principals",306.0,17,Unknown,https://www.anime-planet.com/characters/ryoko-sakurai,Great Teacher Onizuka
817,817,Ryouma TERASAKA,Unknown,Male,Multicolored,2.47,1.865,Green,April 10,O,"Assassins, Explosives Experts, Middle School Students, Teenagers",971.0,263,Unknown,https://www.anime-planet.com/characters/ryouma-terasaka,Assassination Classroom
820,820,Hiroshi UCHIYAMADA,Unknown,Male,Black,6.122,1.023,Unknown,Unknown,Unknown,"Adults, Glasses, Perverted, Teachers, Balding",385.0,429,Unknown,https://www.anime-planet.com/characters/hiroshi-uchiyamada,Great Teacher Onizuka
821,821,Evangelion Unit 02,Unknown,Unknown,Unknown,3.891,19.706,Unknown,Unknown,Unknown,Unknown,631.0,19,Unknown,https://www.anime-planet.com/characters/evangelion-unit-02,Evangelion: 2.0 You Can (Not) Advance
831,831,Zodd,"Nosferatu Zodd, Zodd the Immortal",Male,Black,3.444,3.795,Unknown,Unknown,Unknown,"Demons, Immortal, Muscular, Pointy Ears",709.0,135,Unknown,https://www.anime-planet.com/characters/zodd,Berserk
834,834,Noboru YOSHIKAWA,Unknown,Male,Black,5.254,11.155,Unknown,Unknown,Unknown,"Middle School Students, Shy, Teenagers, Video Gamers",457.0,41,Unknown,https://www.anime-planet.com/characters/noboru-yoshikawa,Great Teacher Onizuka
